Timer started ...
MOD: delay(95 95), type(tSRi), from(LED0.AP ), to(LED0.Q )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m4q1.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m4q2.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m4q3.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m4q4.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m4q5.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m4q6.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q0.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q1.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q2.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q3.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q4.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q5.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m3q6.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q0.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q1.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q2.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q3.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q4.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q5.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m2q6.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q0.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q1.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q2.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q3.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q4.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q5.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m1q6.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q0.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q1.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q2.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q3.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q4.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q5.T )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(m0q6.T )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED16.AP )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED27.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED27.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED26.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED26.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED25.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED25.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED24.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED24.C )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(LED23 )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(LED22 )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(LED21 )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(LED20 )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(LED18 )
NET: delay(460 460), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tMCELL), from(DIP7.PAD), to(LED17 )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED15.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED15.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED11.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED11.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED10.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED10.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED9.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED9.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTSR), from(DIP7.PAD), to(LED8.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tPTCLK), from(DIP7.PAD), to(LED8.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED7.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED7.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED6.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED6.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED5.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED5.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED4.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED4.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED3.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED3.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED2.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED2.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED1.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED1.C )
NET: delay(580 580), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBSR), from(DIP7.PAD), to(LED0.AP )
NET: delay(540 540), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*13+tBCLK), from(DIP7.PAD), to(LED0.C )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(mar1.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(mar2.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(mar3.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm0 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm1 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm2 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm3 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm4 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm5 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(dm6 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(ab3 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3g )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3f )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3e )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3d )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3c )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3b )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar3.Q ), to(DIS3a )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(mar1.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(mar2.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(mar3.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm0 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm1 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm2 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm3 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm4 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm5 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(dm6 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(ab2 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3g )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3f )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3e )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3d )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3c )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3b )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar2.Q ), to(DIS3a )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(mar1.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(mar2.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(mar3.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm0 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm1 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm2 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm3 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm4 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm5 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(dm6 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(ab1 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3g )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3f )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3e )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3d )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3c )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3b )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar1.Q ), to(DIS3a )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(mar0.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(mar1.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(mar2.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(mar3.D )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm0 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm1 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm2 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm3 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm4 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm5 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(dm6 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(ab0 )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3g )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3f )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3e )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3d )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3c )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3b )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(mar0.Q ), to(DIS3a )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m0q6.Q ), to(dm6 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m0q6.Q ), to(ir6.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m0q6.Q ), to(m0q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m1q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m1q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m1q6.Q ), to(m1q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m2q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m2q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m2q6.Q ), to(m2q6.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m3q6.Q ), to(dm6 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m3q6.Q ), to(ir6.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m3q6.Q ), to(m3q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m4q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m4q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m4q6.Q ), to(m4q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m5q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m5q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m5q6.Q ), to(m5q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m6q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m6q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m6q6.Q ), to(m6q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m7q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m7q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m7q6.Q ), to(m7q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m8q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m8q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m8q6.Q ), to(m8q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m9q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m9q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m9q6.Q ), to(m9q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m10q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m10q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m10q6.Q ), to(m10q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m11q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m11q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m11q6.Q ), to(m11q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m12q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m12q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m12q6.Q ), to(m12q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m13q6.Q ), to(dm6 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m13q6.Q ), to(ir6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m13q6.Q ), to(m13q6.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m0q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m0q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m0q5.Q ), to(m0q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m1q5.Q ), to(dm5 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m1q5.Q ), to(ir5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m1q5.Q ), to(m1q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m2q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m2q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m2q5.Q ), to(m2q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m3q5.Q ), to(dm5 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m3q5.Q ), to(ir5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m3q5.Q ), to(m3q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m4q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m4q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m4q5.Q ), to(m4q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m5q5.Q ), to(dm5 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m5q5.Q ), to(ir5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m5q5.Q ), to(m5q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m6q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m6q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m6q5.Q ), to(m6q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m7q5.Q ), to(dm5 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m7q5.Q ), to(ir5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m7q5.Q ), to(m7q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m8q5.Q ), to(dm5 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m8q5.Q ), to(ir5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m8q5.Q ), to(m8q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m9q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m9q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m9q5.Q ), to(m9q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m10q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m10q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m10q5.Q ), to(m10q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m11q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m11q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m11q5.Q ), to(m11q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m12q5.Q ), to(dm5 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m12q5.Q ), to(ir5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m12q5.Q ), to(m12q5.T )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m13q5.Q ), to(dm5 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m13q5.Q ), to(ir5.D )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(m13q5.Q ), to(m13q5.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m0q4.Q ), to(dm4 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(m0q4.Q ), to(ir4.D )
